nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
11231,A,Bélanger,RB-RD-VB-VC,-73.601949889866717000,45.547939162821876000,Régulier Payez-Partez
11232,A,Bélanger,RB-RD-VB-VC,-73.601189255172073000,45.548837051823952000,Régulier Payez-Partez
11233,A,Bélanger,RB-RD-VB-VC,-73.600570760637211000,45.549563689128377000,Régulier Payez-Partez
11234,A,Bélanger,RB-RD-VB-VC,-73.599672297493370000,45.550625337775074000,Régulier Payez-Partez
11236,A,Bélanger,RB-RD-VB-VC,-73.598829760722111000,45.551616086747821000,Régulier Payez-Partez
11237,A,Bélanger,RB-RD-VB-VC,-73.597899267565367000,45.552701999329095000,Régulier Payez-Partez
11240,A,Masson,RA-RB-RC-RD,-73.576817034528375000,45.545087325225659000,Régulier Payez-Partez
11242,A,Masson,BASE COURTE ,-73.576112079131534000,45.546228460476009000,Régulier Payez-Partez
11244,A,Masson,RA-RB-RC-RD,-73.575438052939731000,45.547342199915590000,Régulier Payez-Partez
11247,A,Masson,RA-RB-RC-RD,-73.574581220664825000,45.548751976957568000,Régulier Payez-Partez
11248,A,Masson,RA-RB-RC-RD,-73.574214353105219000,45.549350349626565000,Régulier Payez-Partez
11250,A,Masson,RA-RB-RC-RD,-73.573466721707860000,45.550581544215568000,Régulier Payez-Partez
11253,A,Masson,RA-RB-RC-RD,-73.576859881598537000,45.544692984952384000,Régulier Payez-Partez
11255,A,Masson,RA-RB-RC-RD,-73.575713360796712000,45.546578323241469000,Régulier Payez-Partez
11258,A,Masson,RA-RB-RC-RD,-73.574869801245953000,45.547960460671305000,Régulier Payez-Partez
11259,A,Masson,RA-RB-RC-RD,-73.574266170186178000,45.548965910684103000,Régulier Payez-Partez
11261,A,Masson,RA-RB-RC-RD,-73.573652428472428000,45.549973200607134000,Régulier Payez-Partez
11265,A,Notre-Dame,J-L-M-SP,-73.564316483236738000,45.493699032838116000,Régulier Payez-Partez
11266,A,Notre-Dame,J-L-M-SP,-73.563784210152264000,45.494472264450039000,Régulier Payez-Partez
11267,A,Notre-Dame,J-L-M-SP,-73.563061381591396000,45.495627653861789000,Régulier Payez-Partez
11268,A,Mont-Royal,PG-PH-PL-PM,-73.588425498833260000,45.517948416307647000,Régulier Payez-Partez
11269,A,Mont-Royal,PG-PH-PL-PM,-73.588546325904730000,45.517445071618539000,Régulier Payez-Partez
11270,A,Mont-Royal,PG-PH-PL-PM,-73.587829766835455000,45.518601802274162000,Régulier Payez-Partez
11272,A,Mont-Royal,PE-PG-PH-PM,-73.587084690943257000,45.519202633701319000,Régulier Payez-Partez
11273,A,Mont-Royal,BASE COURTE ,-73.586837682960990000,45.519694985924367000,Régulier Payez-Partez
11276,A,Mont-Royal,PF-PG-PH-PJ,-73.585619421163628000,45.521043119434765000,Régulier Payez-Partez
11277,A,Mont-Royal,PF-PG-PH-PJ,-73.585703607230343000,45.520748167062884000,Régulier Payez-Partez
11278,A,Mont-Royal,PF-PG-PH-PJ,-73.585203771410647000,45.521486912747065000,Régulier Payez-Partez
11281,A,Mont-Royal,PF-PG-PH-PJ,-73.584675999588185000,45.521868799170193000,Régulier Payez-Partez
11283,A,Mont-Royal,PF-PG-PH-PJ,-73.584475746097496000,45.522283576644170000,Régulier Payez-Partez
11284,A,Mont-Royal,PF-PG-PH-PJ,-73.583696320203714000,45.522953136098579000,Régulier Payez-Partez
11285,A,Mont-Royal,PF-PG-PH-PJ,-73.583370623387580000,45.523542468691495000,Régulier Payez-Partez
11286,A,Mont-Royal,PF-PG-PH-PJ,-73.582393468485265000,45.524438890432414000,Régulier Payez-Partez
11289,A,Mont-Royal,PF-PG-PH-PJ,-73.581509751936423000,45.525661575226479000,Régulier Payez-Partez
11291,A,Mont-Royal,PD-PH-PJ-PK,-73.580673480435053000,45.526317802173899000,Régulier Payez-Partez
11292,A,Mont-Royal,PD-PH-PJ-PK,-73.580314561042016000,45.526947806322326000,Régulier Payez-Partez
11297,A,Mont-Royal,BASE COURTE ,-73.579579950986016000,45.527470081506273000,Régulier Payez-Partez
11299,A,Mont-Royal,PD-PH-PJ-PK,-73.578752936326069000,45.528591113891984000,Régulier Payez-Partez
11300,A,Mont-Royal,PD-PH-PJ-PK,-73.578944083840639000,45.528155625935838000,Régulier Payez-Partez
11305,A,Mont-Royal,PD-PH-PJ-PK,-73.577766065976320000,45.529414579809305000,Régulier Payez-Partez
11306,A,Mont-Royal,PD-PH-PJ-PK,-73.577444438256848000,45.529987961760860000,Régulier Payez-Partez
11310,A,Mont-Royal,PD-PH-PJ-PK,-73.576687318393013000,45.530559919582949000,Régulier Payez-Partez
11313,A,Mont-Royal,BASE COURTE ,-73.576491404221585000,45.531001021876413000,Régulier Payez-Partez
11317,A,Mont-Royal,BASE / IMAGE,-73.575252519797473000,45.532310868673662000,Régulier Payez-Partez
11318,A,Mont-Royal,PD-PH-PJ-PK,-73.575296579383263000,45.532044870712980000,Régulier Payez-Partez
11325,A,Mont-Royal,PD-PH-PJ-PK,-73.574262233274737000,45.533139131478869000,Régulier Payez-Partez
11326,A,Mont-Royal,PD-PH-PJ-PK,-73.573904704680757000,45.533724676081782000,Régulier Payez-Partez
11328,A,Mont-Royal,PD-PH-PJ-PK,-73.573069178175032000,45.534409948566648000,Régulier Payez-Partez
11329,A,Mont-Royal,PD-PH-PJ-PK,-73.572934721249652000,45.534752269897204000,Régulier Payez-Partez
11332,A,Mont-Royal,PD-PH-PJ-PK,-73.571939548228272000,45.535556520100492000,Régulier Payez-Partez
11333,A,Mont-Royal,BASE COURTE ,-73.571534271886719000,45.536235629403542000,Régulier Payez-Partez
11334,A,Mont-Royal,PD-PH-PJ-PK,-73.570713151707679000,45.536872877132183000,Régulier Payez-Partez
11335,A,Mont-Royal,PD-PH-PJ-PK,-73.570632865014602000,45.537187093816442000,Régulier Payez-Partez
11337,A,Mont-Royal,PD-PH-PJ-PK,-73.569683462516323000,45.537942693234228000,Régulier Payez-Partez
11340,A,Mont-Royal,PD-PH-PJ-PK,-73.569075254747190000,45.538813593750902000,Régulier Payez-Partez
11341,A,Parc,E-G-PA-PB,-73.576473785979957000,45.510711307824870000,Régulier Payez-Partez
11343,A,Parc,E-G-PA-PB,-73.575839515403103000,45.510577870212849000,Régulier Payez-Partez
11345,A,Parc,E-G-PA-PB,-73.575058440371791000,45.510048367206039000,Régulier Payez-Partez
11347,A,Parc,E-G-PA-PB,-73.574841312743871000,45.510112653430419000,Régulier Payez-Partez
11349,A,Milton,E-G-PA-PB,-73.573716279852619000,45.509359128435442000,Régulier Payez-Partez
11350,A,Parc,E-G-PA-PB,-73.572705170158869000,45.508922949916382000,Régulier Payez-Partez
11353,A,Parc,E-G-PA-PB,-73.572323534800361000,45.508965098673578000,Régulier Payez-Partez
11355,A,Saint-Urbain,BASE COURTE ,-73.575848310732994000,45.513586527803028000,Régulier Payez-Partez
11357,A,Clark,PA-PB-PC-PE,-73.575405357148512000,45.514474079969567000,Régulier Payez-Partez
11362,A,Saint-Laurent,PA-PB-PC-PE,-73.574578596131673000,45.514892972485697000,Régulier Payez-Partez
11363,A,Saint-Laurent,PA-PB-PC-PE,-73.574398250083988000,45.514655471651594000,Régulier Payez-Partez
11364,A,Saint-Laurent,PA-PB-PC-PE,-73.573217315836914000,45.514116544531269000,Régulier Payez-Partez
11366,A,Saint-Laurent,PA-PB-PC-PE,-73.573299183123041000,45.514308741174361000,Régulier Payez-Partez
11367,A,Saint-Laurent,G-PA-PB-PE,-73.571518267933058000,45.513347798126759000,Régulier Payez-Partez
11371,A,Saint-Laurent,G-PA-PB-PE,-73.570752441866446000,45.513004837112994000,Régulier Payez-Partez
11372,A,Saint-Laurent,G-PA-PB-PE,-73.569619191423087000,45.512652330990569000,Régulier Payez-Partez
11373,A,Clark,G-PA-PB-PE,-73.569868580373267000,45.512006480991069000,Régulier Payez-Partez
11376,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.570680548063322000,45.516731455352023000,Régulier Payez-Partez
11379,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.569823729780111000,45.516565026353746000,Régulier Payez-Partez
11381,A,Malines,G-PC-PD-PF,-73.569310581387057000,45.517934683213021000,Régulier Payez-Partez
11385,A,Saint-Denis,G-PC-PD-PF,-73.571208117039703000,45.518515376201734000,Régulier Payez-Partez
11387,A,Saint-Denis,G-PC-PD-PF,-73.569652602001682000,45.517804761955297000,Régulier Payez-Partez
11388,A,Saint-Denis,G-PC-PD-PF,-73.569859170176642000,45.518109459013253000,Régulier Payez-Partez
11391,A,Saint-Denis,G-PC-PD-S,-73.568522755470923000,45.517497453683859000,Régulier Payez-Partez
11392,A,Berri,G-PC-PD-S,-73.567529671320543000,45.518007360201892000,Régulier Payez-Partez
11394,A,Calixa-Lavallée,PC-PD-S-W,-73.565766011649814000,45.524862508780991000,Régulier Payez-Partez
11396,A,Calixa-Lavallée,PC-PD-S-W,-73.566082055582953000,45.525251946559450000,Régulier Payez-Partez
11397,A,Calixa-Lavallée,PC-PD-S-W,-73.565272342900883000,45.524899810692808000,Régulier Payez-Partez
11399,A,Rachel,PD-PF-PH-PJ,-73.576383328849289000,45.523606041795802000,Régulier Payez-Partez
11401,A,Rachel,PD-PF-PH-PJ,-73.575432028501410000,45.524669405254137000,Régulier Payez-Partez
11402,A,Rachel,BASE COURTE ,-73.575045706190380000,45.525341531573090000,Régulier Payez-Partez
11408,A,Saint-Laurent,PB-PE-PF-PG,-73.582549912857189000,45.518316717502977000,Régulier Payez-Partez
11409,A,Saint-Laurent,PB-PE-PF-PG,-73.583437265346063000,45.518874898906709000,Régulier Payez-Partez
11410,A,Saint-Laurent,PB-PE-PF-PG,-73.582220585824828000,45.518329271465184000,Régulier Payez-Partez
11411,A,Saint-Laurent,PB-PE-PF-PG,-73.581110064180336000,45.517666743495390000,Régulier Payez-Partez
11413,A,Saint-Laurent,BASE COURTE ,-73.580101734169943000,45.517201956292595000,Régulier Payez-Partez
11415,A,Saint-Laurent,PB-PE-PF-PG,-73.580309860588699000,45.517458896266064000,Régulier Payez-Partez
11416,A,Saint-Laurent,PB-PC-PE-PF,-73.579354156816166000,45.516864803237105000,Régulier Payez-Partez
11417,A,Saint-Laurent,PB-PC-PE-PF,-73.578502240553931000,45.516641371120826000,Régulier Payez-Partez
11419,A,Saint-Laurent,PB-PC-PE-PF,-73.578706771728136000,45.516577388246539000,Régulier Payez-Partez
11420,A,Saint-Laurent,PB-PC-PE-PF,-73.577160693284497000,45.515879391023354000,Régulier Payez-Partez
11421,A,Saint-Laurent,PB-PC-PE-PF,-73.576046322087691000,45.515383859208121000,Régulier Payez-Partez
11424,A,Saint-Laurent,PB-PC-PE-PF,-73.576850841977958000,45.515906489445918000,Régulier Payez-Partez
11426,A,Rachel,PB-PE-PF-PG,-73.583004168941272000,45.516546962738445000,Régulier Payez-Partez
11428,A,Rachel,PB-PE-PF-PG,-73.582264425325022000,45.517248047075022000,Régulier Payez-Partez
11431,A,Rachel,PB-PE-PF-PG,-73.581251335660753000,45.518334280728098000,Régulier Payez-Partez
11435,A,Rachel,PD-PE-PF-PH,-73.580425500298404000,45.519219885230370000,Régulier Payez-Partez
11437,A,Rachel,PD-PE-PF-PH,-73.579547268627635000,45.520165636888045000,Régulier Payez-Partez
11442,A,Rachel,PD-PE-PF-PH,-73.577500286149643000,45.522376369436145000,Régulier Payez-Partez
11444,A,Berri,BASE COURTE ,-73.577430559576726000,45.522824566495160000,Régulier Payez-Partez
11448,A,Duluth,PD-PE-PF-PH,-73.578547946351080000,45.517974129878262000,Régulier Payez-Partez
11450,A,Duluth,PD-PE-PF-PH,-73.577707306754050000,45.518673431786645000,Régulier Payez-Partez
11452,A,Duluth,PD-PE-PF-PH,-73.576664195333677000,45.519792626410421000,Régulier Payez-Partez
11454,A,Duluth,PD-PE-PF-PH,-73.575213138155135000,45.521362858115239000,Régulier Payez-Partez
11457,A,Saint-Hubert,PD-PE-PF-PH,-73.574456888635766000,45.522473047832122000,Régulier Payez-Partez
11459,A,Saint-Denis,PD-PE-PF-PH,-73.579786739414757000,45.522429227177241000,Régulier Payez-Partez
11461,A,Saint-Denis,PD-PE-PF-PH,-73.579233371188693000,45.522382364041775000,Régulier Payez-Partez
11466,A,Saint-Denis,PD-PE-PF-PH,-73.576531740088683000,45.520944443709986000,Régulier Payez-Partez
11468,A,Saint-Denis,PD-PE-PF-PH,-73.576828591829056000,45.521293456622608000,Régulier Payez-Partez
11471,A,Saint-Denis,PC-PD-PE-PF,-73.574866961566983000,45.520181282890036000,Régulier Payez-Partez
11472,A,Saint-Denis,BASE COURTE ,-73.573968806328807000,45.519776548341355000,Régulier Payez-Partez
11473,A,Saint-Denis,PC-PD-PE-PF,-73.574640675503801000,45.520290459874694000,Régulier Payez-Partez
11475,A,Saint-Denis,PC-PD-PE-PF,-73.573235059340163000,45.519652307319497000,Régulier Payez-Partez
11476,A,Parc,PG-PL-PM-TA,-73.593491749835991000,45.518506252627120000,Régulier Payez-Partez
11478,A,Parc,PG-PL-PM-TA,-73.593115887719676000,45.518532657029624000,Régulier Payez-Partez
11479,A,Parc,PG-PL-PM-TA,-73.591665963105328000,45.517698418006034000,Régulier Payez-Partez
11480,A,Parc,PG-PL-PM-TA,-73.590303551118637000,45.517102323399897000,Régulier Payez-Partez
11482,A,Parc,PG-PL-PM-TA,-73.590778644831232000,45.517501893015002000,Régulier Payez-Partez
11483,A,Saint-Laurent,BASE COURTE ,-73.590958300293934000,45.522120742696146000,Régulier Payez-Partez
11484,A,Saint-Laurent,PE-PG-PH-PM,-73.589952614433997000,45.521661282032824000,Régulier Payez-Partez
11485,A,Saint-Laurent,PE-PG-PH-PM,-73.590243979884576000,45.521953713351330000,Régulier Payez-Partez
11487,A,Saint-Laurent,PE-PG-PH-PM,-73.588531525091398000,45.521013798827610000,Régulier Payez-Partez
11489,A,Saint-Laurent,PE-PG-PH-PM,-73.587015841675580000,45.520320230402639000,Régulier Payez-Partez
11490,A,Saint-Laurent,PE-PG-PH-PM,-73.588610452711833000,45.521204285412452000,Régulier Payez-Partez
11491,A,Saint-Laurent,PE-PG-PH-PM,-73.587526580492280000,45.520708283260205000,Régulier Payez-Partez
11494,A,Saint-Laurent,PE-PG-PH-PM,-73.585736375108780000,45.519741288225802000,Régulier Payez-Partez
11495,A,Saint-Laurent,PE-PG-PH-PM,-73.584242143424063000,45.519070817002017000,Régulier Payez-Partez
11498,A,Saint-Laurent,PE-PG-PH-PM,-73.584995809819844000,45.519564124752876000,Régulier Payez-Partez
11499,A,Saint-Denis,PG-PH-PM-PN,-73.588915072734537000,45.526593575867750000,Régulier Payez-Partez
11500,A,Saint-Denis,PG-PH-PJ-PM,-73.588470308294248000,45.526601056917265000,Régulier Payez-Partez
11501,A,Saint-Denis,PF-PG-PH-PJ,-73.587004955595717000,45.525715470311184000,Régulier Payez-Partez
11503,A,Saint-Denis,PF-PG-PH-PJ,-73.586781626033996000,45.525828625385962000,Régulier Payez-Partez
11505,A,Saint-Denis,BASE COURTE ,-73.584889082324054000,45.524746658667645000,Régulier Payez-Partez
11506,A,Saint-Denis,BASE COURTE ,-73.583550988566969000,45.524136654073260000,Régulier Payez-Partez
11507,A,Saint-Denis,PF-PG-PH-PJ,-73.585332276772320000,45.525171707329008000,Régulier Payez-Partez
11510,A,Saint-Denis,PF-PG-PH-PJ,-73.583622830072656000,45.524378865343401000,Régulier Payez-Partez
11512,A,Saint-Denis,PF-PG-PH-PJ,-73.582253664974900000,45.523549586299033000,Régulier Payez-Partez
11513,A,Saint-Denis,PF-PG-PH-PJ,-73.581273089886679000,45.523102995773570000,Régulier Payez-Partez
11514,A,Saint-Denis,PF-PG-PH-PJ,-73.581702562850026000,45.523504359025779000,Régulier Payez-Partez
11516,A,Bernard,PG-PL-PM-TA,-73.605917701202642000,45.523386904334266000,Régulier Payez-Partez
11518,A,Bernard,PG-PL-PM-TA,-73.605047212110179000,45.524317080643108000,Régulier Payez-Partez
11520,A,Saint-Viateur,PG-PL-PM-TA,-73.602726757554677000,45.521738465355263000,Régulier Payez-Partez
11522,A,Saint-Viateur,PG-PL-PM-TA,-73.601616660801795000,45.522754060229346000,Régulier Payez-Partez
11525,A,Laurier,PG-PL-PM-TA,-73.596434260617784000,45.518777820147555000,Régulier Payez-Partez
11527,A,Laurier,PG-PL-PM-TA,-73.595565842156304000,45.519770145899798000,Régulier Payez-Partez
11529,A,Parc,PG-PL-PM-TA,-73.608932013961692000,45.525087377813684000,Régulier Payez-Partez
11530,A,Parc,PG-PL-PM-TA,-73.607360615351297000,45.524392397034873000,Régulier Payez-Partez
11531,A,Parc,PG-PL-PM-TA,-73.606423129766540000,45.523977656311949000,Régulier Payez-Partez
11533,A,Parc,PG-PL-PM-TA,-73.607694621302088000,45.524728375381791000,Régulier Payez-Partez
11534,A,Parc,PG-PL-PM-TA,-73.605988727360099000,45.523969187770440000,Régulier Payez-Partez
11536,A,Parc,PG-PL-PM-TA,-73.604732619412545000,45.523223780625912000,Régulier Payez-Partez
11537,A,Parc,PG-PL-PM-TA,-73.603194508862970000,45.522539480067117000,Régulier Payez-Partez
11538,A,Parc,PG-PL-PM-TA,-73.604550607659874000,45.523328459364016000,Régulier Payez-Partez
11540,A,Parc,PG-PL-PM-TA,-73.602945700985430000,45.522617903822024000,Régulier Payez-Partez
11542,A,Parc,BASE COURTE ,-73.601531608260387000,45.521802810151328000,Régulier Payez-Partez
11543,A,Parc,PG-PL-PM-TA,-73.600258583033451000,45.521236714583864000,Régulier Payez-Partez
11545,A,Parc,BASE COURTE ,-73.598534884809155000,45.520540694261058000,Régulier Payez-Partez
11546,A,Parc,PG-PL-PM-TA,-73.601647137212098000,45.522040340435382000,Régulier Payez-Partez
11547,A,Parc,PG-PL-PM-TA,-73.600656736910807000,45.521603715180809000,Régulier Payez-Partez
11548,A,Parc,PG-PL-PM-TA,-73.599626817360530000,45.521149109977479000,Régulier Payez-Partez
11549,A,Parc,PG-PL-PM-TA,-73.597812114415092000,45.520558577108190000,Régulier Payez-Partez
11550,A,Parc,PG-PL-PM-TA,-73.597517147058369000,45.520277546057272000,Régulier Payez-Partez
11551,A,Fairmount,PG-PL-PM-TA,-73.597113865395116000,45.520933658698247000,Régulier Payez-Partez
11555,A,Parc,PG-PL-PM-TA,-73.596414916126903000,45.519980650490623000,Régulier Payez-Partez
11556,A,Parc,PG-PL-PM-TA,-73.595650111151386000,45.519451559639485000,Régulier Payez-Partez
11557,A,Parc,PG-PL-PM-TA,-73.595079030842825000,45.519396929380335000,Régulier Payez-Partez
11558,A,Saint-Laurent,PH-PM-PN-PR,-73.600079799876184000,45.526272420935520000,Régulier Payez-Partez
11559,A,Saint-Laurent,PH-PM-PN-PR,-73.599573586862590000,45.526202330448193000,Régulier Payez-Partez
11560,A,Saint-Laurent,PH-PL-PM-PN,-73.598494166911465000,45.525549558582640000,Régulier Payez-Partez
11561,A,Saint-Laurent,PH-PL-PM-PN,-73.597470572612892000,45.525085771966303000,Régulier Payez-Partez
11562,A,Saint-Laurent,PH-PL-PM-PN,-73.596414924610642000,45.524606576092836000,Régulier Payez-Partez
11563,A,Saint-Laurent,PH-PL-PM-PN,-73.595335560095421000,45.524114978309399000,Régulier Payez-Partez
11565,A,Saint-Laurent,PH-PM-PN-PR,-73.597740888398960000,45.525365661044198000,Régulier Payez-Partez
11566,A,Saint-Laurent,PH-PM-PN-PR,-73.596469790130300000,45.524788738617083000,Régulier Payez-Partez
11567,A,Saint-Laurent,PH-PL-PM-PN,-73.595047390592001000,45.524141929448334000,Régulier Payez-Partez
11569,A,Saint-Laurent,PG-PH-PL-PM,-73.593720454157150000,45.523381029941405000,Régulier Payez-Partez
11570,A,Saint-Laurent,PG-PH-PL-PM,-73.593523246171500000,45.523451642591652000,Régulier Payez-Partez
11573,A,Saint-Laurent,BASE COURTE ,-73.592433112213385000,45.522797049479472000,Régulier Payez-Partez
11574,A,Saint-Laurent,PG-PH-PL-PM,-73.591896091016295000,45.522706447010016000,Régulier Payez-Partez
11578,A,Laurier,BASE COURTE ,-73.594610643221458000,45.520870698851759000,Régulier Payez-Partez
11579,A,Laurier,PG-PL-PM-TA,-73.594347002502872000,45.521493233148334000,Régulier Payez-Partez
11582,A,Laurier,PG-PH-PL-PM,-73.593523789888707000,45.522117476716353000,Régulier Payez-Partez
11589,A,Drummond,B-C-D-E,-73.575901859879238000,45.499483982265232000,Régulier Payez-Partez
11593,A,Mackay,A-B-C-J,-73.577239641047342000,45.495861776716751000,Régulier Payez-Partez
11595,A,Viger,H-N-P-Q,-73.557967328734748000,45.508554532010194000,Régulier Payez-Partez
11596,A,Viger,H-N-P-Q,-73.557486266313688000,45.509352317079738000,Régulier Payez-Partez
11598,A,Viger,H-N-P-Q,-73.557007498654045000,45.510246259869660000,Régulier Payez-Partez
11601,A,Bel-Air,A-SN-SP-SQ,-73.583427885542776000,45.482306374540265000,Régulier Payez-Partez
11602,A,Fort,A-B-C-J,-73.581710443167481000,45.491897935441443000,Régulier Payez-Partez
11603,A,Maisonneuve,G-H-Q-S,-73.562923841865427000,45.513392157637256000,Régulier Payez-Partez
11604,A,Maisonneuve,G-H-Q-S,-73.564910755514504000,45.511162770405910000,Régulier Payez-Partez
11606,A,Notre-Dame,J-L-M-SP,-73.563963863835326000,45.493782674968649000,Régulier Payez-Partez
11607,A,Notre-Dame,BASE COURTE ,-73.563213153290093000,45.494834744199096000,Régulier Payez-Partez
11608,A,Notre-Dame,J-L-M-SP,-73.562101432129765000,45.496600033138925000,Régulier Payez-Partez
11611,A,Saint-Laurent,AB-AC-AD-AE,-73.653802301822324000,45.545104909080493000,Régulier Payez-Partez
11612,A,Saint-Laurent,AB-AC-AD-AE,-73.652065133885230000,45.544612287408498000,Régulier Payez-Partez
11613,A,Saint-Laurent,AB-AC-AD-AE,-73.653159798005930000,45.545143681139820000,Régulier Payez-Partez
11614,A,Saint-Laurent,AB-AC-AD-AE,-73.652031604720193000,45.544820176268331000,Régulier Payez-Partez
11615,A,Atwater,A-J-SN-SP,-73.576584038511797000,45.480152532493868000,Régulier Payez-Partez
11620,A,Côte-Sainte-Catherine,BASE COURTE ,-73.628680533430313000,45.497461656312126000,Régulier Payez-Partez
11622,A,Sainte-Catherine,B-C-D-J,-73.573451994634013000,45.499364439558882000,Régulier Payez-Partez
11624,A,Chabanel,AB-AC-AD-AE,-73.654286756319337000,45.538728162979318000,Régulier Payez-Partez
11626,A,Chabanel,AB-AC-AD-AE,-73.653243005810779000,45.540503291204381000,Régulier Payez-Partez
11627,A,Chabanel,AB-AC-AD-AE,-73.652771673785850000,45.541310428502925000,Régulier Payez-Partez
11628,A,Chabanel,AB-AC-AD-AE,-73.652329162362321000,45.542068763151782000,Régulier Payez-Partez
11630,A,Chabanel,AB-AC-AD-AE,-73.651570836824789000,45.543368911231667000,Régulier Payez-Partez
11631,A,Chabanel,BASE COURTE ,-73.654697152085760000,45.538567967487566000,Régulier Payez-Partez
11632,A,Parc,AB-AC-AD-AE,-73.654244382167690000,45.538005632699672000,Régulier Payez-Partez
11634,A,Chabanel,BASE COURTE ,-73.653693493828882000,45.540279786073711000,Régulier Payez-Partez
11636,A,Chabanel,AB-AC-AD-AE,-73.652599954402831000,45.542143070200552000,Régulier Payez-Partez
11637,A,Chabanel,AB-AC-AD-AE,-73.652103033317204000,45.542990789395184000,Régulier Payez-Partez
11638,A,Chabanel,AB-AC-AD-AE,-73.651444534459557000,45.544113659604648000,Régulier Payez-Partez
11639,A,Queen-Mary,T-U-X-Z,-73.618216643650214000,45.495664032202924000,Régulier Payez-Partez
11640,A,Jean-Brillant,T-U-X-Z,-73.623198264155235000,45.494558021770651000,Régulier Payez-Partez
11641,A,Jean-Brillant,BASE COURTE ,-73.622580710211281000,45.495257400060588000,Régulier Payez-Partez
11642,A,Jean-Brillant,T-U-X-Z,-73.623074135756951000,45.494426637102727000,Régulier Payez-Partez
11643,A,Jean-Brillant,T-U-X-Z,-73.622346542247399000,45.495249060925850000,Régulier Payez-Partez
11644,A,Lacombe,T-U-X-Z,-73.624706300677843000,45.495218916569350000,Régulier Payez-Partez
11645,A,Lacombe,T-U-X-Z,-73.623816697901916000,45.496230678441492000,Régulier Payez-Partez
11646,A,Queen-Mary,T-U-X-Z,-73.618520106842496000,45.495806706448050000,Régulier Payez-Partez
11647,A,Mansfield,D-F-J-K,-73.571445520037443000,45.501335948659488000,Régulier Payez-Partez
11653,A,Fleury,AB-AC-AD-AE,-73.659230924894331000,45.557810335755669000,Régulier Payez-Partez
11655,A,Fleury,AB-AC-AD-AE,-73.658849921589436000,45.558442153996168000,Régulier Payez-Partez
11656,A,Fleury,AB-AC-AD-AE,-73.658384583806850000,45.559588253105183000,Régulier Payez-Partez
11657,A,Fleury,AB-AC-AD-AE,-73.658456918970657000,45.559123631394208000,Régulier Payez-Partez
11660,A,Fleury,BASE COURTE ,-73.657835465260177000,45.560520746760325000,Régulier Payez-Partez
11667,A,Sainte-Catherine,G-H-Q-N,-73.561134915720473000,45.512859823738218000,Régulier Payez-Partez
11668,A,Decelles,T-U-X-Z,-73.619620202613646000,45.497573715539140000,Régulier Payez-Partez
11671,A,Bélanger,RB-RD-VB-VC,-73.601814129722001000,45.548358250696523000,Régulier Payez-Partez
11672,A,Bélanger,RB-RD-VB-VC,-73.600905404053080000,45.549433915908445000,Régulier Payez-Partez
11673,A,Bélanger,RB-RD-VB-VC,-73.600250333772607000,45.550204253526445000,Régulier Payez-Partez
11674,A,Bélanger,RB-RD-VB-VC,-73.599489345066701000,45.551097487964313000,Régulier Payez-Partez
11675,A,Bélanger,RB-RD-VB-VC,-73.598765676943330000,45.551948530516569000,Régulier Payez-Partez
11676,A,Bélanger,RB-RD-VB-VC,-73.597769723191064000,45.553104750515388000,Régulier Payez-Partez
11678,A,Jean-Talon,RA-RB-VA-VB,-73.617196866473705000,45.535485291118050000,Régulier Payez-Partez
11679,A,Jean-Talon,RA-RB-VA-VB,-73.616306863429074000,45.536440394055475000,Régulier Payez-Partez
11681,A,Jean-Talon,RA-RB-VA-VB,-73.614993651467316000,45.537849820255829000,Régulier Payez-Partez
11683,A,Jean-Talon,RA-RB-VA-VB,-73.612659449406195000,45.541860205355611000,Régulier Payez-Partez
11685,A,Atwater,A-J-SN-SP,-73.575734681419547000,45.479276198144369000,Régulier Payez-Partez
11686,A,Saint-Ambroise,A-J-SN-SP,-73.576224640152077000,45.478693464270201000,Régulier Payez-Partez
11687,A,René-Lévesque,Q-S-W-Y,-73.555169182426468000,45.516313794312893000,Régulier Payez-Partez
11688,A,Sainte-Catherine,G-H-Q-N,-73.562998233262689000,45.510690657626341000,Régulier Payez-Partez
11689,A,Maisonneuve,E-F-G-H,-73.568457488627161000,45.508092628178808000,Régulier Payez-Partez
11694,A,Sainte-Catherine,Q-S-W-Y,-73.557504973849788000,45.516917866620318000,Régulier Payez-Partez
11695,A,Sainte-Catherine,IMAGE AGENCE,-73.556730354054835000,45.517732773421464000,Régulier Payez-Partez
11699,A,René-Lévesque,Q-S-W-Y,-73.549894874448327000,45.521577731942230000,Régulier Payez-Partez
11700,A,Ontario,Q-S-W-Y,-73.558817182852835000,45.526397409476665000,Régulier Payez-Partez
11702,A,Sainte-Catherine,Q-S-W-Y,-73.554150867995688000,45.520544793920543000,Régulier Payez-Partez
11704,A,Sainte-Catherine,Q-S-W-Y,-73.552794081084741000,45.522019392430359000,Régulier Payez-Partez
11705,A,Sainte-Catherine,Q-S-W-Y,-73.551812021853948000,45.523075786259511000,Régulier Payez-Partez
11706,A,Sainte-Catherine,Q-S-W-Y,-73.550908035351441000,45.524073398486337000,Régulier Payez-Partez
